Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave
12/13/2024,Hawaiian Islands,-3.168641579,-223.4456099,27.45134555,7.935251846,None,129,FALSE
12/20/2024,Great Barrier Reef,18.07434037,55.35610933,27.66563331,8.080378067,None,151,FALSE
12/27/2024,Maldives,12.93445514,-8.472604625,29.95060206,8.013917109,Low,127,TRUE
1/3/2025,Caribbean Sea,6.036415002,-8.709315212,28.65168086,8.106811412,Medium,100,FALSE
1/10/2025,Hawaiian Islands,-6.696509742,46.72453237,28.37919009,7.97646568,None,73,FALSE
1/17/2025,Maldives,11.51745706,23.0846908,27.44189093,7.969747486,High,93,FALSE
1/24/2025,Maldives,10.96979065,60.43253341,29.31551091,8.07008106,Low,106,FALSE
1/31/2025,Maldives,-11.35746906,174.9729085,29.23642247,7.977768309,Low,76,FALSE
2/7/2025,Great Barrier Reef,-11.88924845,49.05083917,26.18557348,8.046109747,Medium,62,FALSE
2/14/2025,Hawaiian Islands,18.85075889,-1.784858091,28.36016793,8.054010187,High,134,FALSE
2/21/2025,Red Sea,-0.5983342,38.91845088,28.98466463,8.086169779,None,118,TRUE
2/28/2025,Caribbean Sea,2.931099246,60.6664552,29.5058158,8.12933861,Medium,132,TRUE
3/7/2025,South China Sea,13.22057315,62.18217319,28.29248508,8.080266687,None,152,FALSE
3/14/2025,Maldives,28.52613128,-28.3383972,29.06592348,8.116167081,Low,130,FALSE
3/21/2025,Galápagos,15.04265524,109.1280815,28.75552238,8.054098637,High,148,FALSE
3/28/2025,Caribbean Sea,26.21228353,194.0050367,30.13643256,8.102729981,Medium,161,FALSE
4/4/2025,South China Sea,9.521188094,120.2542274,27.66908665,8.008586749,Medium,69,FALSE
4/11/2025,Hawaiian Islands,25.57479322,-137.3311819,28.16847334,8.028756077,None,62,FALSE
4/18/2025,Great Barrier Reef,14.62393905,173.7370723,28.31681935,8.087367626,Medium,107,FALSE
4/25/2025,Caribbean Sea,9.857626637,103.9517477,31.77878327,8.133835255,Medium,89,FALSE
5/2/2025,Red Sea,-3.688079002,-77.9478487,30.62767935,8.063002049,Low,152,TRUE
5/9/2025,Caribbean Sea,8.59575385,251.6642098,28.75515942,8.096725717,None,153,FALSE
5/16/2025,Great Barrier Reef,6.684639059,-102.5248476,30.84888575,8.102346008,Low,159,FALSE
5/23/2025,Red Sea,17.90082264,33.50028196,28.57386779,8.008086192,High,127,FALSE
5/30/2025,South China Sea,5.526552156,-6.593243719,26.98797194,8.020383723,Low,154,FALSE
6/6/2025,Hawaiian Islands,-0.577599981,43.74106449,27.06584691,7.955798905,Medium,122,FALSE
6/13/2025,Caribbean Sea,12.45687682,24.66334604,26.14641107,7.955926505,High,162,TRUE
6/20/2025,South China Sea,3.19124326,-197.5686927,30.79772126,8.106532862,Low,84,FALSE
6/27/2025,Caribbean Sea,2.581631109,-219.391469,29.94941454,8.050361993,None,57,TRUE
7/4/2025,Galápagos,10.28248334,25.71096895,27.67127532,8.044381645,Low,79,FALSE
7/11/2025,Maldives,19.06614149,12.05820609,29.25297276,8.023253338,Low,128,FALSE
7/18/2025,South China Sea,-18.20213085,-115.2617985,27.23056304,7.99657666,High,112,FALSE
7/25/2025,Great Barrier Reef,-5.38918804,95.56545036,29.66425827,8.102150373,Medium,100,FALSE
8/1/2025,Galápagos,8.702521084,77.26160556,26.80996029,8.148456134,Low,149,FALSE
8/8/2025,Maldives,-0.231647032,41.79705647,28.94982255,8.172927789,High,142,FALSE
8/15/2025,Red Sea,22.38362267,78.61244748,28.12751222,8.087143434,High,66,TRUE
8/22/2025,South China Sea,-3.18613774,97.65127063,29.282348,8.098498941,None,92,FALSE
8/29/2025,South China Sea,5.598091756,-144.4972314,26.01915135,8.02724236,High,143,TRUE
9/5/2025,Caribbean Sea,32.63219795,-3.265609273,30.33324187,8.116434166,High,58,FALSE
9/12/2025,Maldives,-16.0762496,-83.05573064,28.99704368,8.127930388,High,162,FALSE
9/19/2025,South China Sea,7.697066748,71.06948816,30.69732585,8.072925162,High,162,TRUE
9/26/2025,Maldives,-10.12239319,96.53188039,25.94564691,7.995860089,High,130,FALSE
10/3/2025,South China Sea,0.484743516,50.76434591,24.85153633,8.10963719,Medium,171,FALSE
10/10/2025,South China Sea,34.93344182,0.289246373,29.1473135,8.051539103,None,95,FALSE
10/17/2025,Caribbean Sea,-4.269286896,148.8561804,27.48457568,8.054300328,None,118,FALSE
10/24/2025,Hawaiian Islands,8.466422336,-171.370346,29.60224373,7.954526035,Medium,159,FALSE
10/31/2025,Red Sea,15.78800713,-144.1971676,29.04634331,7.986297667,High,160,FALSE
11/7/2025,Maldives,10.91616284,-19.20773681,27.21386948,8.097175632,Medium,143,FALSE
11/14/2025,Caribbean Sea,0.282063742,40.28164814,31.1346438,8.041787079,Low,61,FALSE
11/21/2025,South China Sea,-3.871466048,-102.776031,29.02981964,8.004407234,High,112,FALSE
11/28/2025,South China Sea,19.01127572,167.1469321,29.61861358,8.004890894,Low,131,FALSE
12/5/2025,South China Sea,-12.91716387,46.51488238,27.02109314,8.044118925,Medium,57,FALSE
12/12/2025,Maldives,-7.73105603,-122.9194953,27.21263948,8.091956513,None,138,TRUE
12/19/2025,Hawaiian Islands,0.53823754,75.41360212,28.60160634,8.028513412,High,136,FALSE
12/26/2025,Galápagos,4.11587643,305.2166323,31.04395545,8.166101186,High,114,FALSE
1/2/2026,Maldives,7.548754384,200.7823549,29.7797013,8.091533549,Low,64,TRUE
1/9/2026,South China Sea,14.53236441,-73.61724069,31.21935442,8.098253272,None,166,FALSE
1/16/2026,Caribbean Sea,-5.038650642,80.28933343,27.16946679,8.025969874,Medium,123,FALSE
1/23/2026,Red Sea,25.70912523,175.5190204,30.43232802,8.003967009,Medium,107,TRUE
1/30/2026,Red Sea,-3.908503336,-206.049596,26.79445089,8.117776802,Low,77,FALSE
2/6/2026,Red Sea,23.08555454,-75.94477811,31.63058535,8.037741611,None,67,FALSE
2/13/2026,Great Barrier Reef,-10.40765112,-34.09159618,28.44996889,8.058928569,None,81,FALSE
2/20/2026,Galápagos,24.49554577,-1.173907411,29.2841031,7.939817303,High,152,FALSE
2/27/2026,Caribbean Sea,1.093092259,-91.55163416,26.68501376,7.995022813,Low,123,TRUE
3/6/2026,Maldives,16.81494838,-55.55080518,27.83626164,8.012345527,None,135,FALSE
3/13/2026,Hawaiian Islands,-5.872633792,-20.60500014,28.46548582,8.072312838,Medium,106,FALSE
3/20/2026,Galápagos,1.437649941,133.0305286,29.51753961,8.003435362,Low,106,FALSE
3/27/2026,Galápagos,13.39512809,2.815233019,28.9365665,8.007609727,Medium,81,TRUE
4/3/2026,Caribbean Sea,0.867930042,105.7005974,28.73647682,8.014199939,High,104,FALSE
4/10/2026,Caribbean Sea,4.219208267,-6.45314414,26.45793813,8.053293088,None,96,FALSE
4/17/2026,South China Sea,3.656165303,95.77879175,29.68960595,8.091307514,None,132,FALSE
4/24/2026,Maldives,26.22220306,-48.77448417,29.4383774,8.085862282,None,120,FALSE
5/1/2026,Red Sea,17.62238237,83.76098145,31.24123542,7.976264657,Medium,155,FALSE
5/8/2026,Great Barrier Reef,9.528242759,106.7545567,30.42863549,7.997553883,Medium,116,FALSE
5/15/2026,Maldives,15.04592379,227.9364201,29.87097753,8.068403716,None,65,FALSE
5/22/2026,Galápagos,24.61517157,12.13060702,29.76471674,8.002892877,Medium,171,FALSE
5/29/2026,Caribbean Sea,12.87604969,74.74703953,25.54300384,8.145139521,High,132,FALSE
6/5/2026,Hawaiian Islands,6.309900486,25.4429273,25.03329584,8.010129325,High,112,FALSE
6/12/2026,Maldives,23.22042424,199.0878981,32.59343702,7.984286175,None,114,FALSE
6/19/2026,Caribbean Sea,17.81810937,-99.00838157,29.75601967,8.008855216,None,99,FALSE
6/26/2026,Red Sea,12.22592638,37.88212232,29.14967157,8.085952548,None,98,TRUE
7/3/2026,Caribbean Sea,-7.186361276,-34.65944599,27.02337757,8.12652813,Low,55,FALSE
7/10/2026,Maldives,14.60150401,-150.3219333,29.5227458,8.023376774,None,75,FALSE
7/17/2026,South China Sea,6.890085773,-162.6399399,29.76575316,8.117037264,Medium,62,FALSE
7/24/2026,South China Sea,-2.615215818,94.20385391,27.47373384,8.091642212,High,170,FALSE
7/31/2026,Galápagos,11.82484418,-28.10367433,27.66461688,8.071972205,None,131,FALSE
8/7/2026,Maldives,-2.601205101,3.678979908,27.15871342,8.067529121,Medium,153,FALSE
8/14/2026,Red Sea,2.95658248,17.50736081,29.50925321,8.039563274,None,89,FALSE
8/21/2026,Red Sea,5.644292058,31.11031249,26.00775204,7.997161656,None,96,FALSE
8/28/2026,Red Sea,16.03446096,-143.7354558,32.57463808,8.206957208,High,107,FALSE
9/4/2026,Red Sea,0.248857782,97.23523524,27.28482862,8.077847688,High,71,FALSE
9/11/2026,Caribbean Sea,18.09595666,-55.41519759,28.60228647,7.94109941,High,101,FALSE
9/18/2026,Red Sea,0.479711688,-129.7615802,31.29862597,8.000777578,None,112,FALSE
9/25/2026,Caribbean Sea,-11.8006703,56.85835605,29.05019939,8.087190206,Medium,146,TRUE
10/2/2026,Great Barrier Reef,3.63340234,-13.60444363,30.91940791,8.067003364,None,160,FALSE
10/9/2026,Hawaiian Islands,-21.25576247,55.36505254,26.20810137,8.01238569,Low,120,FALSE
10/16/2026,Caribbean Sea,7.202346907,16.49542503,27.60510006,8.094781098,Low,72,FALSE
10/23/2026,Galápagos,-2.505809853,-47.27435075,28.1247148,8.035751807,None,128,FALSE
10/30/2026,Red Sea,18.60374494,76.45927953,29.02938968,8.064315167,High,107,FALSE
11/6/2026,Maldives,-6.797449215,85.86993562,26.49979454,8.158950669,High,145,TRUE
11/13/2026,Galápagos,-45.8796849,126.3069007,29.05193509,8.129309538,None,97,FALSE
11/20/2026,Red Sea,22.92157523,111.4471702,29.62016101,8.078275001,Medium,132,FALSE
11/27/2026,Maldives,-0.311975016,131.0305366,28.10370622,8.055029005,Low,164,FALSE
12/4/2026,Maldives,-2.076373591,-60.44710525,26.46079843,8.091700427,Medium,55,FALSE
12/11/2026,Maldives,-1.76813559,184.2461657,28.50891116,7.913317877,High,164,FALSE
12/18/2026,Galápagos,-1.194604546,-17.91171046,28.06025143,7.984765993,High,101,FALSE
12/25/2026,Red Sea,2.559900135,40.59061795,27.30408676,7.995699144,Low,101,FALSE
1/1/2027,Maldives,16.76705337,32.71892797,30.83035416,8.022848122,Medium,111,FALSE
1/8/2027,Great Barrier Reef,11.893366,35.69648308,31.27370513,8.042837698,Low,90,FALSE
1/15/2027,South China Sea,-18.68418577,213.1860015,28.1446495,8.113005874,Medium,68,FALSE
1/22/2027,Maldives,16.06221258,-64.52934269,27.5168513,8.158856937,High,116,FALSE
1/29/2027,Caribbean Sea,14.17443095,2.712396559,30.00398212,8.011039161,High,95,FALSE
2/5/2027,Galápagos,4.963726108,-118.3642998,27.94737826,8.124313174,High,116,FALSE
2/12/2027,South China Sea,-26.92188161,-7.927079951,28.35437837,8.085344417,High,54,FALSE
2/19/2027,Red Sea,9.904191564,39.16707775,27.85396869,8.056884651,High,150,FALSE
2/26/2027,South China Sea,5.839623225,82.17177308,29.78761129,7.966930428,High,81,FALSE
3/5/2027,Hawaiian Islands,15.13644937,55.99999469,27.10804086,7.968435726,Low,66,FALSE
3/12/2027,Great Barrier Reef,8.273493369,87.61006943,30.4416862,8.150212845,High,84,FALSE
3/19/2027,Caribbean Sea,-1.984209492,-100.5529014,29.11315929,8.086698688,None,158,FALSE
3/26/2027,Hawaiian Islands,18.77001298,61.99050959,29.82580528,7.911339807,High,62,TRUE
4/2/2027,Galápagos,24.44856036,-46.96606081,28.09683529,8.059624582,None,89,TRUE
4/9/2027,Hawaiian Islands,0.513861943,90.9560083,29.62992818,8.027723617,None,70,FALSE
4/16/2027,Great Barrier Reef,29.00259731,-134.8285999,30.46860101,8.049293473,Low,105,FALSE
4/23/2027,Maldives,-1.688179856,139.4192453,28.06819486,7.92950725,Medium,90,TRUE
4/30/2027,Great Barrier Reef,10.06548719,-7.419940518,29.53647221,8.077747957,Low,73,FALSE
5/7/2027,Caribbean Sea,1.024549174,157.4947709,30.11979329,7.998160427,None,64,FALSE
5/14/2027,Hawaiian Islands,6.200087969,-32.19398265,27.52721359,8.046423263,None,78,FALSE
5/21/2027,Galápagos,25.95475697,-202.3936967,30.30673506,8.080288018,Low,60,FALSE
5/28/2027,Great Barrier Reef,13.36147397,-24.55634893,27.77058377,8.067197472,Medium,99,FALSE
6/4/2027,Caribbean Sea,15.80819578,121.8212409,28.09413825,8.116781517,Medium,95,FALSE
6/11/2027,Red Sea,-5.256613239,23.00611064,29.98442567,8.093983416,Low,106,FALSE
6/18/2027,Galápagos,4.511781805,-63.80462008,26.49007111,8.197034608,High,165,FALSE
6/25/2027,Red Sea,-9.395069886,72.07937845,29.1979577,8.135940987,Medium,160,TRUE
7/2/2027,Great Barrier Reef,12.21445345,74.96371642,30.20728626,8.045408115,None,116,FALSE
7/9/2027,Red Sea,19.493548,143.313153,30.20592283,8.154019681,High,139,TRUE
7/16/2027,Maldives,-0.774627948,-339.0614931,30.58570722,8.121299856,High,59,FALSE
7/23/2027,Caribbean Sea,-11.65544694,71.24281076,28.45466961,8.022002205,High,138,FALSE
7/30/2027,Hawaiian Islands,-3.538520129,45.32145586,27.68577461,8.095403038,Medium,92,FALSE
8/6/2027,Red Sea,-0.526947244,-159.9595349,26.59744048,7.983666492,High,79,FALSE
8/13/2027,South China Sea,-5.089099684,210.757372,30.44905596,7.985841861,High,67,FALSE
8/20/2027,Red Sea,29.63871611,43.55944357,28.19273171,8.131227566,None,117,FALSE
8/27/2027,Galápagos,28.01636278,-54.02213078,28.20106321,8.103852882,Medium,144,FALSE
9/3/2027,Great Barrier Reef,-5.983112342,41.65801594,26.29922438,8.094202429,Medium,83,TRUE
9/10/2027,Maldives,1.193339144,90.47222376,29.48753764,8.084640971,High,170,FALSE
9/17/2027,Galápagos,-9.770019758,-211.6246623,29.23539609,8.065460176,High,133,FALSE
9/24/2027,Maldives,-14.06202477,36.61555564,29.25283531,8.006515775,None,157,FALSE
10/1/2027,South China Sea,-1.619996781,-231.3105341,27.96520006,8.109358875,None,146,FALSE
10/8/2027,Maldives,-9.434529536,122.9277316,27.12184329,8.032677768,Medium,170,FALSE
10/15/2027,South China Sea,-21.31809746,-38.04937214,28.7038837,7.971393105,Low,115,FALSE
10/22/2027,Caribbean Sea,13.25098418,175.6816793,27.31331196,8.085315672,High,98,FALSE
10/29/2027,Galápagos,-8.654989792,-196.1129615,29.42689385,8.091441485,None,131,FALSE
11/5/2027,Hawaiian Islands,-2.87055829,-98.4987116,26.32921,8.02382164,Medium,110,FALSE
11/12/2027,Great Barrier Reef,3.909211063,227.8380949,28.13519321,7.934759568,High,157,FALSE
11/19/2027,Red Sea,-1.95708832,244.9927096,27.35509804,7.948035558,High,98,FALSE
11/26/2027,Red Sea,23.51753674,45.56898665,26.50225986,8.063909964,High,107,FALSE
12/3/2027,Great Barrier Reef,5.413943257,-13.44948123,26.68285964,8.05182783,None,94,FALSE
12/10/2027,Caribbean Sea,14.13756602,293.2103675,31.79547477,7.964040144,None,115,FALSE
12/17/2027,South China Sea,21.93847134,55.8810932,29.7761133,8.001486408,None,55,FALSE
12/24/2027,South China Sea,18.45841141,168.2048444,29.53405339,8.130152257,None,65,FALSE
12/31/2027,Red Sea,-20.98750938,123.000141,28.21077204,8.079444769,None,56,TRUE
1/7/2028,Galápagos,26.55942623,38.89194253,28.89766508,8.102086283,High,93,FALSE
1/14/2028,Great Barrier Reef,-2.943279628,72.28552195,27.48924728,7.979024515,None,145,TRUE
1/21/2028,Great Barrier Reef,3.523724431,-16.26081157,26.75926336,8.018360229,None,84,FALSE
1/28/2028,South China Sea,7.408888588,-150.2953568,29.09071196,7.995135704,None,131,FALSE
2/4/2028,Caribbean Sea,3.195510842,-102.479591,29.53173071,8.042666835,None,73,FALSE
2/11/2028,Hawaiian Islands,4.058858254,55.86352569,26.77755383,8.046634221,High,117,FALSE
2/18/2028,Galápagos,12.57388446,18.05100789,27.78627136,7.982066252,High,79,FALSE
2/25/2028,Maldives,25.22581982,100.1010359,29.37347564,8.096115494,None,66,FALSE
3/3/2028,Hawaiian Islands,0.993273359,-116.3986192,26.36237271,7.972889764,Low,99,FALSE
3/10/2028,Hawaiian Islands,20.07032109,205.2707117,28.47331329,7.981660466,High,155,FALSE
3/17/2028,Hawaiian Islands,14.67971027,153.2493328,29.20792411,8.149299593,High,152,FALSE
3/24/2028,Great Barrier Reef,-4.971392076,69.53290018,27.66243856,7.950166566,None,157,FALSE
3/31/2028,South China Sea,6.363385258,109.7068888,26.44804481,8.033356203,None,171,FALSE
4/7/2028,Great Barrier Reef,4.210590478,92.8743077,29.16924771,8.05233505,High,170,TRUE
4/14/2028,Great Barrier Reef,-7.947655474,146.8594998,25.58195654,8.041943293,High,142,FALSE
4/21/2028,Galápagos,10.84176691,-82.0799178,28.94889775,7.993028932,None,78,TRUE
4/28/2028,Galápagos,18.66268161,41.88977051,28.54846834,8.02481509,Medium,126,FALSE
5/5/2028,Red Sea,-8.912428357,9.642034695,29.0742559,8.154432494,Medium,61,TRUE
5/12/2028,Hawaiian Islands,0.425252207,95.46597837,31.73239503,8.101721448,None,146,FALSE
5/19/2028,Maldives,23.42872921,-86.89513925,26.99815411,8.016367258,Medium,86,TRUE
5/26/2028,Maldives,-1.437655611,174.9410204,30.12291406,8.003183789,None,55,TRUE
6/2/2028,South China Sea,-2.440178007,-10.55603227,29.06192258,7.925006982,Low,93,FALSE
6/9/2028,Maldives,-2.699510931,-71.18244902,29.62639694,8.125119029,None,135,FALSE
6/16/2028,Hawaiian Islands,23.17070484,-5.698568492,29.68148012,8.129797923,None,79,FALSE
6/23/2028,Red Sea,-10.94653095,59.08058148,27.97703655,8.148935735,None,152,FALSE
6/30/2028,South China Sea,30.11600577,12.5756756,28.12556741,8.141738122,High,89,FALSE
7/7/2028,Galápagos,-6.31149294,-164.2897553,28.25933065,8.05684211,None,103,FALSE
7/14/2028,Galápagos,-6.803750173,-159.4524393,30.04503522,8.047311831,High,105,FALSE
7/21/2028,South China Sea,-17.6452089,346.6424605,29.49425396,7.985462202,Medium,75,TRUE
7/28/2028,Galápagos,-1.200899336,67.22010813,28.05669812,8.03694114,Medium,63,FALSE
8/4/2028,Great Barrier Reef,3.99163122,-37.84668891,30.59275976,8.147285889,Low,162,FALSE
8/11/2028,South China Sea,14.02317607,-114.6175415,27.57347833,8.138705233,High,148,TRUE
8/18/2028,Great Barrier Reef,5.082653732,177.8216223,25.8149417,7.96894852,High,108,FALSE
8/25/2028,Maldives,13.37386685,-18.09931426,28.84145171,8.174492579,None,156,FALSE
9/1/2028,Galápagos,5.025279194,106.0375636,27.30240272,7.993815467,None,117,FALSE
9/8/2028,Caribbean Sea,-22.14276609,-36.98609596,31.20400134,8.027455577,Low,143,TRUE
9/15/2028,Maldives,-1.740035902,-26.55494203,29.94013873,8.078105748,None,121,FALSE
9/22/2028,Great Barrier Reef,23.45440127,179.472073,27.16277496,8.076047677,None,120,FALSE
9/29/2028,Maldives,10.23640128,151.7287194,24.92120637,8.005802884,Medium,78,TRUE
10/6/2028,Great Barrier Reef,27.77106123,-112.1329115,30.32619162,8.086474688,Low,160,TRUE
10/13/2028,Caribbean Sea,-13.936742,58.15877289,29.08235028,7.917597384,Medium,62,FALSE
10/20/2028,Red Sea,22.23928977,-133.7147953,28.75997512,8.024404067,Medium,154,FALSE
10/27/2028,Galápagos,3.5130256,168.6770625,28.89781765,8.138267537,Low,94,TRUE
11/3/2028,Red Sea,9.568203787,130.0873247,30.14224984,8.007592785,None,68,FALSE
11/10/2028,Great Barrier Reef,12.99801343,87.84939517,30.77203872,7.974228026,Medium,134,FALSE
11/17/2028,Galápagos,16.56373513,-67.93865945,28.87666807,8.010769708,High,108,FALSE
11/24/2028,Hawaiian Islands,15.4915799,30.95813737,27.13562693,8.027755542,Medium,65,FALSE
12/1/2028,Maldives,2.04956535,60.19897776,29.28419685,8.018228925,None,134,FALSE
12/8/2028,South China Sea,18.55053539,-32.24149476,26.98563581,8.049966028,High,76,TRUE
12/15/2028,South China Sea,30.65005464,-151.5297401,30.01646642,8.018585305,Medium,128,TRUE
12/22/2028,Great Barrier Reef,18.51154338,135.7497366,29.1985643,8.044051161,Low,140,FALSE
12/29/2028,Maldives,-9.024454799,-171.9626718,30.80281287,8.033960396,Low,70,TRUE
1/5/2029,Caribbean Sea,17.71817292,-0.358459347,26.93743206,7.990030207,Medium,80,FALSE
1/12/2029,Red Sea,-15.31439441,-40.2032139,25.39002468,8.064338926,Low,81,TRUE
1/19/2029,South China Sea,24.46433541,-1.170803959,29.28694209,8.144668374,Low,138,FALSE
1/26/2029,South China Sea,-8.958736526,-198.0535146,27.95256309,8.028597221,Medium,135,FALSE
2/2/2029,Hawaiian Islands,23.75854494,-48.15624179,28.83535373,8.078930753,Low,118,FALSE
2/9/2029,South China Sea,25.33611612,-109.4169472,26.29634506,8.018842675,Medium,80,FALSE
2/16/2029,Maldives,23.73945356,70.56839432,27.67813725,7.9317171,High,145,FALSE
2/23/2029,Galápagos,4.75453224,175.0158305,23.77955283,8.056521518,None,79,FALSE
3/2/2029,Hawaiian Islands,-5.944335025,-18.88879692,30.98829809,8.043291113,None,90,FALSE
3/9/2029,Maldives,6.532897312,143.9713676,29.54213923,7.999411679,None,129,FALSE
3/16/2029,Red Sea,-6.739032187,50.03152425,28.50141794,8.03078725,None,147,FALSE
3/23/2029,South China Sea,-9.165718765,-301.3948046,29.35258488,8.162501982,High,106,FALSE
3/30/2029,Red Sea,-10.97545982,-246.9045258,29.01214262,7.978079318,Medium,78,FALSE
4/6/2029,South China Sea,8.086194517,-267.9069311,28.39656078,8.10005847,None,137,FALSE
4/13/2029,Great Barrier Reef,-2.402826881,118.7888968,27.97201429,8.137839912,None,78,FALSE
4/20/2029,Hawaiian Islands,5.258591292,165.8384853,27.87625292,8.071235476,Low,61,FALSE
4/27/2029,Caribbean Sea,4.46155212,50.46957562,27.94526444,8.061541751,None,145,TRUE
5/4/2029,Maldives,-20.49306076,-197.3855182,30.84060637,8.068652827,None,134,FALSE
5/11/2029,South China Sea,1.483502117,137.004045,29.74596049,8.19770127,Low,98,FALSE
5/18/2029,Great Barrier Reef,7.312418476,-42.55475372,29.04999136,7.991732815,None,75,TRUE
5/25/2029,South China Sea,-0.717069698,94.01503336,29.69755775,8.098824758,Medium,152,FALSE
6/1/2029,Maldives,10.96484025,-45.82146237,26.98968228,8.083483581,None,81,FALSE
6/8/2029,Great Barrier Reef,15.42156375,11.60843446,26.86523343,8.00194389,None,120,TRUE
6/15/2029,Caribbean Sea,-21.65640502,13.24265419,28.16861952,8.02919156,None,141,FALSE
6/22/2029,Great Barrier Reef,8.09326919,99.03688522,29.33175364,8.1279452,None,146,TRUE
6/29/2029,Maldives,9.535224019,-103.6715553,29.28192265,8.09693232,High,145,FALSE
7/6/2029,Red Sea,5.198101462,120.4433118,27.99861278,8.115940492,None,97,FALSE
7/13/2029,Red Sea,21.75670626,-114.7309111,29.62998027,8.086802172,None,68,FALSE
7/20/2029,Maldives,2.193679055,-48.52604963,29.47158286,8.06547348,Low,78,FALSE
7/27/2029,Galápagos,26.24047671,-140.9550134,31.02311746,8.110754345,High,93,FALSE
8/3/2029,Galápagos,6.135841225,-100.7272977,28.1290132,8.071262486,High,71,FALSE
8/10/2029,Caribbean Sea,28.99811187,-50.89436971,29.4468047,8.08197061,None,62,FALSE
8/17/2029,Hawaiian Islands,-12.60968038,-114.7407232,29.59774149,8.080525272,Medium,122,FALSE
8/24/2029,Hawaiian Islands,4.411151643,84.03000606,29.91370841,8.060589344,None,147,TRUE
8/31/2029,South China Sea,15.83658827,-50.1022406,25.91453726,8.078152214,None,156,FALSE
9/7/2029,South China Sea,19.71069427,6.490407319,30.34870999,7.962649656,Low,142,TRUE
9/14/2029,Red Sea,-3.692164462,12.5052144,29.07404444,8.073308105,Medium,147,FALSE
9/21/2029,Red Sea,-6.690934448,-76.30561564,28.10029163,8.200396245,None,70,FALSE
9/28/2029,Hawaiian Islands,-0.6881707,64.45775129,29.2346598,8.060761108,Medium,142,FALSE
10/5/2029,Caribbean Sea,11.98696135,99.81926317,28.16726169,8.028349084,Low,79,FALSE
10/12/2029,Great Barrier Reef,24.20271619,-125.9500588,29.262933,7.986839623,High,163,FALSE
10/19/2029,Hawaiian Islands,14.23256531,-58.01816935,28.73763821,8.028231798,Medium,132,TRUE
10/26/2029,Red Sea,9.370199673,-9.625297155,27.14200552,8.029697718,Medium,152,FALSE
11/2/2029,Galápagos,11.05960757,204.7499028,28.02751736,8.027344111,High,90,FALSE
11/9/2029,Maldives,-12.80898644,139.8108165,27.74718503,8.099215148,None,68,FALSE
11/16/2029,Galápagos,-6.639061843,57.24078665,31.28316161,8.104004021,None,149,FALSE
11/23/2029,Hawaiian Islands,7.939460518,37.26189903,28.65571587,8.123995815,None,75,TRUE
11/30/2029,South China Sea,-0.250906696,-217.0414454,31.48620801,8.025212605,None,88,FALSE
12/7/2029,Red Sea,-6.406779207,10.63821837,29.55059641,8.040933283,High,117,FALSE
12/14/2029,Great Barrier Reef,24.41694166,196.9761305,28.9158841,8.07658703,High,125,FALSE
12/21/2029,Caribbean Sea,12.88291802,19.75613462,28.90327142,8.067527836,Low,130,FALSE
12/28/2029,Caribbean Sea,-12.94045611,-65.12134453,28.91066953,8.035057007,None,128,TRUE
1/4/2030,South China Sea,16.46370544,69.26048662,28.21982545,8.112029882,Medium,152,FALSE
1/11/2030,Caribbean Sea,-6.312647205,2.473816039,29.05118986,8.090281206,Medium,123,FALSE
1/18/2030,South China Sea,-6.280758126,-105.8602521,30.39399836,7.96792068,Medium,91,FALSE
1/25/2030,Maldives,8.683159154,-84.81681636,31.05115727,8.09259756,Medium,153,FALSE
2/1/2030,South China Sea,8.419361366,-64.89403887,27.93651929,7.974280293,High,87,FALSE
2/8/2030,South China Sea,-16.20728745,37.0275102,30.0485836,8.086807195,High,69,FALSE
2/15/2030,Red Sea,9.239510952,-41.23826591,27.28445676,8.174993801,Low,90,FALSE
2/22/2030,South China Sea,14.61315911,-120.7796581,26.71827119,8.053759447,High,110,FALSE
3/1/2030,Red Sea,11.74121358,-67.03498544,29.47839397,8.070291551,None,110,FALSE
3/8/2030,Caribbean Sea,12.98693474,-42.70152899,30.72497634,8.075910322,None,90,FALSE
3/15/2030,Caribbean Sea,3.321860686,-46.1050157,30.44870639,8.09785382,None,64,TRUE
3/22/2030,Maldives,15.0335371,170.276504,30.17192069,8.090642393,Medium,60,TRUE
3/29/2030,Great Barrier Reef,-4.49119538,18.15385747,27.79678647,7.987968377,None,79,FALSE
4/5/2030,Caribbean Sea,2.743366678,-33.73721946,32.55723021,8.039523113,None,73,FALSE
4/12/2030,Red Sea,13.32970623,75.37859725,29.41332895,8.032239572,High,169,FALSE
4/19/2030,Maldives,2.479064293,101.3109192,30.11911433,8.105420595,High,103,FALSE
4/26/2030,Hawaiian Islands,11.30972526,10.85353236,24.31240367,8.03704447,Medium,97,FALSE
5/3/2030,Caribbean Sea,-8.44294939,146.962939,28.69159521,8.051961645,Medium,87,FALSE
5/10/2030,Great Barrier Reef,14.33017504,-121.2393707,28.80356633,8.106906766,None,112,TRUE
5/17/2030,Great Barrier Reef,3.032689098,15.9604033,30.43946009,8.112767481,None,65,FALSE
5/24/2030,Great Barrier Reef,0.463066165,24.11798322,28.25298945,8.00359024,High,82,FALSE
5/31/2030,Caribbean Sea,7.114665401,28.13212442,31.25164467,8.234129129,Low,152,FALSE
6/7/2030,South China Sea,-2.584473852,-37.35852252,30.89459127,8.097110711,High,133,FALSE
